Date,ADA-USD_ADJCLOSE,ADA-USD_CLOSE,ADA-USD_HIGH,ADA-USD_LOW,ADA-USD_OPEN,ADA-USD_VOLUME
2018-11-16,0.0611510016024112,0.0611510016024112,0.0640529990196228,0.0602420009672641,0.0632420033216476,27544700.0
2018-11-17,0.060674998909235,0.060674998909235,0.0610620006918907,0.059553999453783,0.0610620006918907,17926300.0
2018-11-18,0.0619160011410713,0.0619160011410713,0.0629329979419708,0.0608029998838901,0.0608029998838901,16669400.0
2018-11-19,0.052581999450922,0.052581999450922,0.0619029998779296,0.0519890002906322,0.0619029998779296,53737000.0
2018-11-20,0.0447769984602928,0.0447769984602928,0.0527319982647895,0.0428679995238781,0.0526579990983009,65556800.0
2018-11-21,0.0477799996733665,0.0477799996733665,0.0482299998402595,0.0430269986391067,0.0451489984989166,33938000.0
2018-11-22,0.0442549996078014,0.0442549996078014,0.0485320016741752,0.0442549996078014,0.0478850007057189,18689900.0
2018-11-23,0.0434119999408721,0.0434119999408721,0.0446619987487793,0.0416710004210472,0.0440619997680187,24258500.0
2018-11-24,0.0384580008685588,0.0384580008685588,0.0443009994924068,0.0369330011308193,0.0434199981391429,25740400.0
2018-11-25,0.0377250015735626,0.0377250015735626,0.0388359986245632,0.0327979996800422,0.0386280007660388,40704000.0
2018-11-26,0.0358060002326965,0.0358060002326965,0.039377998560667,0.0341169983148574,0.0377609990537166,31641100.0
2018-11-27,0.0364609993994236,0.0364609993994236,0.0369819998741149,0.0340289995074272,0.0356820002198219,17966300.0
2018-11-28,0.0420209988951683,0.0420209988951683,0.0441079996526241,0.0365099981427192,0.0365099981427192,47624500.0
2018-11-29,0.0418660007417202,0.0418660007417202,0.0445180013775825,0.039716001600027,0.0422689989209175,39544072.0
2018-11-30,0.0389159992337226,0.0389159992337226,0.0423090010881423,0.037721000611782,0.0419839993119239,28861639.0
2018-12-01,0.0414679981768131,0.0414679981768131,0.0425209999084472,0.0381570011377334,0.0389910005033016,19314340.0
2018-12-02,0.0416719987988472,0.0416719987988472,0.0432859994471073,0.0406900011003017,0.0413499996066093,23206023.0
2018-12-03,0.038671001791954,0.038671001791954,0.0418840013444423,0.038026999682188,0.041873998939991,21282053.0
2018-12-04,0.0376989990472793,0.0376989990472793,0.0398419983685016,0.0373869985342025,0.0385570004582405,23563420.0
2018-12-05,0.0342510007321834,0.0342510007321834,0.0377140007913112,0.0342510007321834,0.0376590006053447,26250706.0
2018-12-06,0.0307979993522167,0.0307979993522167,0.0355009995400905,0.0307979993522167,0.0343180000782012,27195357.0
2018-12-07,0.0298640001565217,0.0298640001565217,0.0307969991117715,0.0273930002003908,0.0307969991117715,31750703.0
2018-12-08,0.0306780003011226,0.0306780003011226,0.0318070016801357,0.0288670007139444,0.0298120006918907,19987029.0
2018-12-09,0.0316930003464221,0.0316930003464221,0.032515000551939,0.0302269998937845,0.0306429993361234,16588924.0
2018-12-10,0.0302029997110366,0.0302029997110366,0.0320679992437362,0.0298059992492198,0.0316529981791973,12553718.0
2018-12-11,0.0295509994029998,0.0295509994029998,0.0304339993745088,0.0289149992167949,0.0301169995218515,10444631.0
2018-12-12,0.0306090004742145,0.0306090004742145,0.031114999204874,0.0293049998581409,0.0294390004128217,11071814.0
2018-12-13,0.0291900001466274,0.0291900001466274,0.0307219997048378,0.0290290005505085,0.0306349992752075,11234575.0
2018-12-14,0.0283579993993043,0.0283579993993043,0.0295570008456707,0.0279120001941919,0.0292349997907876,9205271.0
2018-12-15,0.0282739996910095,0.0282739996910095,0.0285679996013641,0.0277910009026527,0.0283950008451938,8387951.0
2018-12-16,0.0291029997169971,0.0291029997169971,0.029696999117732,0.0281879995018243,0.0282029993832111,10366601.0
2018-12-17,0.0328239984810352,0.0328239984810352,0.0338499993085861,0.0290990006178617,0.0291750002652406,37555983.0
2018-12-18,0.0347350016236305,0.0347350016236305,0.0349120013415813,0.0321669988334178,0.0328200012445449,78783798.0
2018-12-19,0.034545000642538,0.034545000642538,0.0382650010287761,0.0344909988343715,0.0348629988729953,43168563.0
2018-12-20,0.0394009985029697,0.0394009985029697,0.039886001497507,0.0340260006487369,0.0342120006680488,43040801.0
2018-12-21,0.0407960005104541,0.0407960005104541,0.0455100014805793,0.0386320017278194,0.0390789993107318,93581789.0
2018-12-22,0.0420089997351169,0.0420089997351169,0.0421559996902942,0.0386129990220069,0.0406580008566379,31227246.0
2018-12-23,0.0442299991846084,0.0442299991846084,0.044854998588562,0.0418189987540245,0.0422030016779899,40656190.0
2018-12-24,0.0457159988582134,0.0457159988582134,0.0492819994688034,0.0442860014736652,0.0442860014736652,57936798.0
2018-12-25,0.0415109992027282,0.0415109992027282,0.0456749983131885,0.0392430014908313,0.0456749983131885,38493644.0
2018-12-26,0.0411980003118515,0.0411980003118515,0.0430350005626678,0.0390760004520416,0.041602998971939,27218409.0
2018-12-27,0.0369439981877803,0.0369439981877803,0.0416899994015693,0.0365479998290538,0.0412250012159347,22969395.0
2018-12-28,0.0418619997799396,0.0418619997799396,0.0426339991390705,0.0365010015666484,0.037016998976469,26948333.0
2018-12-29,0.041508000344038,0.041508000344038,0.0439400002360343,0.0412099994719028,0.041873000562191,30992034.0
2018-12-30,0.0432800017297267,0.0432800017297267,0.0436649993062019,0.0408420003950595,0.0415970012545585,27767174.0
2018-12-31,0.0410629995167255,0.0410629995167255,0.0433639995753765,0.0404930002987384,0.0432320013642311,19280457.0
2019-01-01,0.0425469987094402,0.0425469987094402,0.0425469987094402,0.0403079986572265,0.0409840010106563,14962902.0
2019-01-02,0.0452580004930496,0.0452580004930496,0.0455630011856555,0.0419819988310337,0.0425679981708526,24151526.0
2019-01-03,0.0426819995045661,0.0426819995045661,0.0452589988708496,0.0425349995493888,0.0451060011982917,21126963.0
2019-01-04,0.0438119992613792,0.0438119992613792,0.0440919995307922,0.0424770005047321,0.0426289997994899,16024029.0
2019-01-05,0.0447009988129138,0.0447009988129138,0.0455700010061264,0.0433499999344348,0.0436590015888214,25100965.0
2019-01-06,0.0492610000073909,0.0492610000073909,0.0496370010077953,0.0447090007364749,0.0447090007364749,51366407.0
2019-01-07,0.0479959994554519,0.0479959994554519,0.0507440008223056,0.047579001635313,0.0492659993469715,45688431.0
2019-01-08,0.0485250018537044,0.0485250018537044,0.0500210002064704,0.0467489995062351,0.048140000551939,34626383.0
2019-01-09,0.0521689988672733,0.0521689988672733,0.0527400001883506,0.0485330000519752,0.0485670007765293,55364234.0
2019-01-10,0.0445289984345436,0.0445289984345436,0.054636001586914,0.0427559986710548,0.0520489998161792,91162431.0
2019-01-11,0.0441469997167587,0.0441469997167587,0.0451570004224777,0.042748998850584,0.0443219989538192,35963011.0
2019-01-12,0.0437039993703365,0.0437039993703365,0.0446299985051155,0.0430990010499954,0.0441539995372295,18224445.0
2019-01-13,0.0402409993112087,0.0402409993112087,0.0438119992613792,0.0398069992661476,0.0438119992613792,21758341.0
2019-01-14,0.0440590009093284,0.0440590009093284,0.0444840006530284,0.0402039997279644,0.0402490012347698,30269131.0
2019-01-15,0.0428100004792213,0.0428100004792213,0.0443850010633468,0.0420450009405612,0.0441569983959198,24504027.0
2019-01-16,0.0447769984602928,0.0447769984602928,0.0452469997107982,0.0425140000879764,0.0427680015563964,35481507.0
2019-01-17,0.0453180000185966,0.0453180000185966,0.0462220013141632,0.0440240018069744,0.0448679998517036,38222964.0
2019-01-18,0.0443160012364387,0.0443160012364387,0.0453080013394355,0.0439569987356662,0.0453080013394355,18937100.0
2019-01-19,0.0457499995827674,0.0457499995827674,0.0464409999549388,0.0439839996397495,0.0442750006914138,23657402.0
2019-01-20,0.0434769988059997,0.0434769988059997,0.0459810011088848,0.042552001774311,0.0456739999353885,26755022.0
2019-01-21,0.0429369993507862,0.0429369993507862,0.0436710007488727,0.0425340011715889,0.0435409992933273,16583935.0
2019-01-22,0.0435779988765716,0.0435779988765716,0.0440800003707408,0.0418759994208812,0.0428889989852905,22963399.0
2019-01-23,0.0428999997675418,0.0428999997675418,0.0441120006144046,0.0426950007677078,0.0435479991137981,15241102.0
2019-01-24,0.0430269986391067,0.0430269986391067,0.0434870012104511,0.0425370000302791,0.0429369993507862,12440167.0
2019-01-25,0.0426909998059272,0.0426909998059272,0.043248001486063,0.0424540005624294,0.0430970005691051,12663796.0
2019-01-26,0.0426490008831024,0.0426490008831024,0.043538998812437,0.0425329990684986,0.0426869988441467,13550564.0
2019-01-27,0.0411680005490779,0.0411680005490779,0.0426799990236759,0.040897000581026,0.0426659993827343,20835107.0
2019-01-28,0.0387720018625259,0.0387720018625259,0.0413179993629455,0.0372829996049404,0.0411369986832141,30041137.0
2019-01-29,0.0382510013878345,0.0382510013878345,0.0394200012087821,0.0370439998805522,0.0387130007147789,19526240.0
2019-01-30,0.0396559983491897,0.0396559983491897,0.0400750003755092,0.0377979986369609,0.0381769984960556,26151501.0
2019-01-31,0.0383739992976188,0.0383739992976188,0.0402869991958141,0.0379530005156993,0.0396989993751049,22222102.0
2019-02-01,0.0386780016124248,0.0386780016124248,0.0391359999775886,0.0371170006692409,0.0384409986436367,18778624.0
2019-02-02,0.03931700065732,0.03931700065732,0.03931700065732,0.038222000002861,0.0385980010032653,12312317.0
2019-02-03,0.0380290001630783,0.0380290001630783,0.0394110009074211,0.0378119982779026,0.0392590016126632,12940762.0
2019-02-04,0.037856999784708,0.037856999784708,0.0385949984192848,0.0377959981560707,0.0381300002336502,12233074.0
2019-02-05,0.0378959998488426,0.0378959998488426,0.0383469983935356,0.0374439992010593,0.0378240011632442,13348305.0
2019-02-06,0.0366629995405674,0.0366629995405674,0.0379929989576339,0.0360600017011165,0.0379929989576339,17351384.0
2019-02-07,0.036396000534296,0.036396000534296,0.0371819995343685,0.0363320000469684,0.036651000380516,12424740.0
2019-02-08,0.0407509990036487,0.0407509990036487,0.0412070006132125,0.0362280011177063,0.0363989993929863,32705206.0
2019-02-09,0.041058000177145,0.041058000177145,0.0419900007545948,0.0404560007154941,0.0407750010490417,18529365.0
2019-02-10,0.0428300015628337,0.0428300015628337,0.0429940000176429,0.0400069989264011,0.0410499982535839,22634047.0
2019-02-11,0.0417330004274845,0.0417330004274845,0.0427719987928867,0.0414850004017353,0.0427719987928867,17847243.0
2019-02-12,0.0417510010302066,0.0417510010302066,0.0419909991323947,0.0406350009143352,0.0416800007224082,14893311.0
2019-02-13,0.041117999702692,0.041117999702692,0.0423099994659423,0.0410480014979839,0.0417549982666969,12736280.0
2019-02-14,0.0405399985611438,0.0405399985611438,0.0413549989461898,0.0402220003306865,0.0411360003054142,11428290.0
2019-02-15,0.0406000018119812,0.0406000018119812,0.0413659997284412,0.04025299847126,0.0405360013246536,13336096.0
2019-02-16,0.0410259999334812,0.0410259999334812,0.0412539988756179,0.0405689999461174,0.0406190007925033,11097836.0
2019-02-17,0.0414520017802715,0.0414520017802715,0.0418439991772174,0.0406120009720325,0.0410269983112812,15275650.0
2019-02-18,0.0456050001084804,0.0456050001084804,0.046689998358488,0.0413799993693828,0.0414679981768131,36845046.0
2019-02-19,0.0461580008268356,0.0461580008268356,0.0480259992182254,0.0456559993326664,0.0456820018589496,42563543.0
2019-02-20,0.0475509986281394,0.0475509986281394,0.047664999961853,0.0452909991145134,0.0461769998073577,25594089.0
2019-02-21,0.0449689999222755,0.0449689999222755,0.0477790012955665,0.0447399988770484,0.0475840009748935,25111686.0
2019-02-22,0.0461630001664161,0.0461630001664161,0.0461630001664161,0.0448380000889301,0.0450409986078739,17691042.0
2019-02-23,0.0485929995775222,0.0485929995775222,0.0488849990069866,0.0457190014421939,0.0459819994866848,27665133.0
2019-02-24,0.0424560010433197,0.0424560010433197,0.0504599995911121,0.0420639999210834,0.0487269982695579,51650807.0
2019-02-25,0.0440430007874965,0.0440430007874965,0.0445679984986782,0.0421679988503456,0.0421679988503456,24692110.0
2019-02-26,0.0433040000498294,0.0433040000498294,0.0440189987421035,0.04279800131917,0.0439650006592273,16641229.0
2019-02-27,0.0432699993252754,0.0432699993252754,0.0438220016658306,0.0420969985425472,0.0433290004730224,18346578.0
2019-02-28,0.0431229993700981,0.0431229993700981,0.0437249988317489,0.0429480001330375,0.0432449989020824,14678619.0
2019-03-01,0.0432789996266365,0.0432789996266365,0.0441129989922046,0.0430780015885829,0.0431119985878467,12997144.0
2019-03-02,0.0428379997611045,0.0428379997611045,0.0435319989919662,0.0424799993634223,0.0432169996201992,11304263.0
2019-03-03,0.0423119999468326,0.0423119999468326,0.0429960004985332,0.0421580001711845,0.0428530015051364,11011517.0
2019-03-04,0.0406019985675811,0.0406019985675811,0.0424770005047321,0.0398299992084503,0.0423029996454715,18487838.0
2019-03-05,0.0432120002806186,0.0432120002806186,0.0433529987931251,0.0402989983558654,0.0405989997088909,20952204.0
2019-03-06,0.0428429991006851,0.0428429991006851,0.0434699989855289,0.0423539988696575,0.0431849993765354,15221353.0
2019-03-07,0.042943999171257,0.042943999171257,0.0435810014605522,0.0425130017101764,0.0428499989211559,17201356.0
2019-03-08,0.042663998901844,0.042663998901844,0.043793998658657,0.0424610003829002,0.0429520010948181,20315017.0
2019-03-09,0.0467280000448226,0.0467280000448226,0.0469509996473789,0.0426560007035732,0.0426860004663467,52185658.0
2019-03-10,0.0456979982554912,0.0456979982554912,0.0467539988458156,0.044463001191616,0.0467539988458156,27465022.0
2019-03-11,0.0476329997181892,0.0476329997181892,0.0485250018537044,0.0449789986014366,0.0456969998776912,54732770.0
2019-03-12,0.0473969988524913,0.0473969988524913,0.0482160001993179,0.0458929985761642,0.047664999961853,35348849.0
2019-03-13,0.0465900003910064,0.0465900003910064,0.0485839992761611,0.0462110005319118,0.0473660007119178,29855262.0
2019-03-14,0.048055000603199,0.048055000603199,0.0482520014047622,0.046348001807928,0.0465749986469745,26216581.0
2019-03-15,0.0500769987702369,0.0500769987702369,0.0508290007710456,0.0479560010135173,0.0479860007762908,42730118.0
2019-03-16,0.0516210012137889,0.0516210012137889,0.051876001060009,0.0497400015592575,0.0501120015978813,44616837.0
2019-03-17,0.0502070002257823,0.0502070002257823,0.0517619997262954,0.0500149987637996,0.0516000017523765,28870445.0
2019-03-18,0.0504520013928413,0.0504520013928413,0.0511340014636516,0.0496679991483688,0.0503109991550445,37198857.0
2019-03-19,0.0525939986109733,0.0525939986109733,0.0536909997463226,0.0497560016810894,0.0504570007324218,46089908.0
2019-03-20,0.0538909994065761,0.0538909994065761,0.0539229996502399,0.0513660013675689,0.0527190007269382,47370106.0
2019-03-21,0.0529000014066696,0.0529000014066696,0.0549580007791519,0.0507670007646083,0.053957000374794,66543590.0
2019-03-22,0.0580619983375072,0.0580619983375072,0.0591720007359981,0.0526680015027523,0.0529059991240501,119817467.0
2019-03-23,0.0637810006737709,0.0637810006737709,0.0647270008921623,0.0570469982922077,0.0579929985105991,137854804.0
2019-03-24,0.0617039985954761,0.0617039985954761,0.0643469989299774,0.0597149990499019,0.0637229979038238,102441666.0
2019-03-25,0.0590250007808208,0.0590250007808208,0.0618500001728534,0.0575340017676353,0.0618500001728534,74748665.0
2019-03-26,0.0623699985444545,0.0623699985444545,0.0623699985444545,0.0591310001909732,0.0592060014605522,79200006.0
2019-03-27,0.0675949975848198,0.0675949975848198,0.0683310031890869,0.0612730011343956,0.0622319988906383,113386031.0
2019-03-28,0.0658280029892921,0.0658280029892921,0.0675930008292198,0.0650030001997947,0.0675930008292198,78259560.0
2019-03-29,0.0712890028953552,0.0712890028953552,0.0727770030498504,0.0657629966735839,0.0657629966735839,125904170.0
2019-03-30,0.0717390030622482,0.0717390030622482,0.0737119987607002,0.0684050023555755,0.0712570026516914,94907668.0
2019-03-31,0.0697460025548935,0.0697460025548935,0.0721250027418136,0.0693930014967918,0.0717390030622482,67772020.0
2019-04-01,0.0723299980163574,0.0723299980163574,0.0727559998631477,0.0690189972519874,0.0696510002017021,81836247.0
2019-04-02,0.0854670032858848,0.0854670032858848,0.0854670032858848,0.0709080025553703,0.0723100006580352,201276068.0
2019-04-03,0.0907230004668235,0.0907230004668235,0.0999580025672912,0.0848399996757507,0.085436999797821,300935985.0
2019-04-04,0.0873700007796287,0.0873700007796287,0.09408800303936,0.0832829996943473,0.0905179977416992,182769802.0
2019-04-05,0.0912259966135025,0.0912259966135025,0.092228002846241,0.0873420014977455,0.0873550027608871,122685904.0
2019-04-06,0.0902889966964721,0.0902889966964721,0.0936810001730918,0.0879010036587715,0.0912140011787414,114652738.0
2019-04-07,0.0904840007424354,0.0904840007424354,0.0912860035896301,0.0885360017418861,0.0901610031723976,100804121.0
2019-04-08,0.087008997797966,0.087008997797966,0.0916220024228096,0.0833410024642944,0.0904660001397132,134978650.0
2019-04-09,0.0837490037083625,0.0837490037083625,0.087017998099327,0.0817070007324218,0.0869890004396438,122878696.0
2019-04-10,0.0899640023708343,0.0899640023708343,0.0924789980053901,0.0835350006818771,0.0837789997458458,131422302.0
2019-04-11,0.0833849981427192,0.0833849981427192,0.0907159969210624,0.0776289999485015,0.08992899954319,163656338.0
2019-04-12,0.0834629982709884,0.0834629982709884,0.085376001894474,0.0803970023989677,0.0835840031504631,110371615.0
2019-04-13,0.0837310031056404,0.0837310031056404,0.0855069980025291,0.082906998693943,0.0834849998354911,71755836.0
2019-04-14,0.0846429988741874,0.0846429988741874,0.0854789987206459,0.0813720002770423,0.0837310031056404,82514758.0
2019-04-15,0.0823070034384727,0.0823070034384727,0.0856340005993843,0.0813599973917007,0.0846429988741874,73555913.0
2019-04-16,0.0837830007076263,0.0837830007076263,0.0838600024580955,0.0804509967565536,0.0822649970650672,65962870.0
2019-04-17,0.083074003458023,0.083074003458023,0.0845599994063377,0.0820780023932457,0.0837849974632263,66210753.0
2019-04-18,0.08177500218153,0.08177500218153,0.0838830024003982,0.0813769996166229,0.0830660015344619,70016366.0
2019-04-19,0.0794999971985817,0.0794999971985817,0.0817819982767105,0.0782100036740303,0.0817390009760856,82646736.0
2019-04-20,0.076505996286869,0.076505996286869,0.0795150026679039,0.0754010006785392,0.0795150026679039,77410325.0
2019-04-21,0.0741060003638267,0.0741060003638267,0.0779780000448226,0.0719889998435974,0.076555997133255,89301952.0
2019-04-22,0.0780399963259697,0.0780399963259697,0.079375997185707,0.072221003472805,0.0741010010242462,90476347.0
2019-04-23,0.0745240002870559,0.0745240002870559,0.0803330019116401,0.0743210017681121,0.0780669972300529,100698845.0
2019-04-24,0.0726450011134147,0.0726450011134147,0.0758399963378906,0.0687370002269744,0.0745240002870559,90318024.0
2019-04-25,0.0692439973354339,0.0692439973354339,0.0760300010442733,0.0686680004000663,0.0726429969072341,96537994.0
2019-04-26,0.0692190006375312,0.0692190006375312,0.0708279982209205,0.0668810009956359,0.0693470016121864,83227768.0
2019-04-27,0.0701960027217865,0.0701960027217865,0.071602001786232,0.0682739987969398,0.0692109987139701,50161507.0
2019-04-28,0.0685909986495971,0.0685909986495971,0.0706460028886795,0.0680200010538101,0.0701889991760253,42979831.0
2019-04-29,0.0646310001611709,0.0646310001611709,0.068970002233982,0.0642039999365806,0.0686199963092804,69287156.0
2019-04-30,0.0703459978103637,0.0703459978103637,0.0703459978103637,0.0646610036492347,0.0646610036492347,62990602.0
2019-05-01,0.0690139979124069,0.0690139979124069,0.0707700029015541,0.0675330013036727,0.0703380033373832,58865338.0
2019-05-02,0.0685790032148361,0.0685790032148361,0.0697100013494491,0.0682779997587204,0.069020003080368,55122571.0
2019-05-03,0.0698579996824264,0.0698579996824264,0.0719370022416114,0.0676520019769668,0.0685750022530555,77726744.0
2019-05-04,0.066880002617836,0.066880002617836,0.071953997015953,0.0658319965004921,0.0698579996824264,75467767.0
2019-05-05,0.0661460012197494,0.0661460012197494,0.0679659992456436,0.065709002315998,0.0669070035219192,49098473.0
2019-05-06,0.066780000925064,0.066780000925064,0.0684709995985031,0.0636819973587989,0.0661640018224716,60289464.0
2019-05-07,0.0640359967947006,0.0640359967947006,0.0686430037021637,0.0640359967947006,0.0667589977383613,53650714.0
2019-05-08,0.0646060034632682,0.0646060034632682,0.0649899989366531,0.0621679984033107,0.0640169978141784,40605280.0
2019-05-09,0.0616910010576248,0.0616910010576248,0.0650689974427223,0.0604370012879371,0.0646060034632682,60306853.0
2019-05-10,0.0634279996156692,0.0634279996156692,0.0648370012640953,0.0591059997677803,0.061694998294115,87926146.0
2019-05-11,0.0751710012555122,0.0751710012555122,0.0784320011734962,0.06300999969244,0.0633549988269805,187252193.0
2019-05-12,0.0700860023498535,0.0700860023498535,0.0767539963126182,0.0684439986944198,0.0751449987292289,141023789.0
2019-05-13,0.073072001338005,0.073072001338005,0.076612003147602,0.069530002772808,0.0700860023498535,124764723.0
2019-05-14,0.0845049992203712,0.0845049992203712,0.0845709964632988,0.0728690028190612,0.0730160027742385,192076841.0
2019-05-15,0.0939510017633438,0.0939510017633438,0.0949020013213157,0.0835580006241798,0.0845620036125183,207490352.0
2019-05-16,0.0881609991192817,0.0881609991192817,0.1004019975662231,0.0843259990215301,0.0939960032701492,270983572.0
2019-05-17,0.0832599997520446,0.0832599997520446,0.0908249989151954,0.0766329988837242,0.0882069990038871,208531470.0
2019-05-18,0.0791039988398552,0.0791039988398552,0.0848790034651756,0.0788789987564086,0.0832599997520446,116482955.0
2019-05-19,0.0869959965348243,0.0869959965348243,0.0882290005683898,0.0786259993910789,0.0790629982948303,145752504.0
2019-05-20,0.0848480015993118,0.0848480015993118,0.0869930014014244,0.080144003033638,0.0869619995355606,133738559.0
2019-05-21,0.0846169963479042,0.0846169963479042,0.0864429995417594,0.0824529975652694,0.0848440006375312,97465477.0
2019-05-22,0.0779550001025199,0.0779550001025199,0.0854599997401237,0.0776799991726875,0.0846029967069625,130856368.0
2019-05-23,0.0806899964809417,0.0806899964809417,0.0806950032711029,0.0741889998316764,0.0779139995574951,101768393.0
2019-05-24,0.0808689966797828,0.0808689966797828,0.0833749994635582,0.0784469991922378,0.0807249993085861,106320608.0
2019-05-25,0.0805020034313201,0.0805020034313201,0.0825589969754219,0.0797590017318725,0.0808689966797828,62522128.0
2019-05-26,0.0860140025615692,0.0860140025615692,0.0869359970092773,0.0786970034241676,0.0805020034313201,111190329.0
2019-05-27,0.0916950032114982,0.0916950032114982,0.0934759974479675,0.0853630006313324,0.0860380008816719,171736300.0
2019-05-28,0.0928149968385696,0.0928149968385696,0.093248002231121,0.0876210033893585,0.0915490016341209,180587855.0
2019-05-29,0.0908669978380203,0.0908669978380203,0.0937689989805221,0.086167998611927,0.0928739979863166,154832177.0
2019-05-30,0.0845099985599517,0.0845099985599517,0.0967679992318153,0.0817440003156662,0.0908320024609565,232348615.0
2019-05-31,0.0894410014152526,0.0894410014152526,0.0899370014667511,0.0818729996681213,0.0845099985599517,136542079.0
2019-06-01,0.0905330032110214,0.0905330032110214,0.0928149968385696,0.086397998034954,0.0894619971513748,151835928.0
2019-06-02,0.0965780019760131,0.0965780019760131,0.097519002854824,0.0906139984726905,0.0906950011849403,187162218.0
2019-06-03,0.0887079983949661,0.0887079983949661,0.0983420014381408,0.0884720012545585,0.0965859964489936,227861801.0
2019-06-04,0.0824860036373138,0.0824860036373138,0.0884469971060752,0.0798209980130195,0.0884469971060752,184181602.0
2019-06-05,0.0834380015730857,0.0834380015730857,0.0851169973611831,0.0804729983210563,0.0827189981937408,118371207.0
2019-06-06,0.0834719985723495,0.0834719985723495,0.0839790031313896,0.0789339989423751,0.0833910033106803,154264121.0
2019-06-07,0.0858070030808448,0.0858070030808448,0.0876720026135444,0.0827639997005462,0.083406001329422,139056743.0
2019-06-08,0.0842130035161972,0.0842130035161972,0.0865940004587173,0.0823220014572143,0.0858559980988502,126559142.0
2019-06-09,0.0794700011610984,0.0794700011610984,0.0842780023813247,0.0776309967041015,0.0842050015926361,122067718.0
2019-06-10,0.0855370014905929,0.0855370014905929,0.0856849998235702,0.0783500000834465,0.0794299989938736,139307413.0
2019-06-11,0.0879649966955185,0.0879649966955185,0.0891690030694007,0.0825890004634857,0.0855949968099594,152723260.0
2019-06-12,0.0965249985456466,0.0965249985456466,0.0965540036559104,0.0864930003881454,0.0879980027675628,247353618.0
2019-06-13,0.0897390022873878,0.0897390022873878,0.0969879999756813,0.0887039974331855,0.0963310003280639,228176588.0
2019-06-14,0.0906189978122711,0.0906189978122711,0.0912489965558052,0.0857110023498535,0.0897760018706321,205015950.0
2019-06-15,0.0916830003261566,0.0916830003261566,0.092738002538681,0.0904849991202354,0.090657003223896,159441139.0
2019-06-16,0.0923210009932518,0.0923210009932518,0.0942789986729621,0.0906329974532127,0.0916950032114982,197578317.0
2019-06-17,0.0935570001602172,0.0935570001602172,0.0939079970121383,0.0915519967675209,0.0922909975051879,158000947.0
2019-06-18,0.089147999882698,0.089147999882698,0.093698002398014,0.0887209996581077,0.0935959964990615,146225453.0
2019-06-19,0.0899790003895759,0.0899790003895759,0.0915820002555847,0.0889509990811348,0.0891550034284591,114753637.0
2019-06-20,0.0873849987983703,0.0873849987983703,0.0902630016207695,0.0855590030550956,0.0899790003895759,159470237.0
2019-06-21,0.0895619988441467,0.0895619988441467,0.0912939980626106,0.0874029994010925,0.0874029994010925,124230175.0
2019-06-22,0.0943669974803924,0.0943669974803924,0.0978339985013008,0.0892530009150505,0.0896290019154548,243264335.0
2019-06-23,0.0966439992189407,0.0966439992189407,0.1021440029144287,0.0941229984164238,0.0944029986858367,245604694.0
2019-06-24,0.0977189987897872,0.0977189987897872,0.0990699976682663,0.0940980017185211,0.0966439992189407,135761451.0
2019-06-25,0.0963570028543472,0.0963570028543472,0.0982419997453689,0.0936710014939308,0.0978130027651786,193143080.0
2019-06-26,0.0968199968338012,0.0968199968338012,0.1069099977612495,0.0962119996547699,0.0963570028543472,340512939.0
2019-06-27,0.08644899725914,0.08644899725914,0.0995490029454231,0.0826440006494522,0.0977569967508316,253512191.0
2019-06-28,0.0892949998378753,0.0892949998378753,0.0896909981966018,0.0848599970340728,0.0864820033311843,195954056.0
2019-06-29,0.0904219970107078,0.0904219970107078,0.0910890027880668,0.0847340002655983,0.0892969965934753,169271858.0
2019-06-30,0.0820979997515678,0.0820979997515678,0.091168001294136,0.0820979997515678,0.0904859974980354,161855807.0
2019-07-01,0.0838219970464706,0.0838219970464706,0.0858950018882751,0.0805040001869201,0.0820979997515678,168654991.0
2019-07-02,0.0810770019888877,0.0810770019888877,0.084597997367382,0.0767770037055015,0.0838000029325485,180980795.0
2019-07-03,0.0829980000853538,0.0829980000853538,0.0837920010089874,0.0801969990134239,0.0810329988598823,154492407.0
2019-07-04,0.0777740031480789,0.0777740031480789,0.0830070003867149,0.0775879994034767,0.0830070003867149,142713205.0
2019-07-05,0.0765319988131523,0.0765319988131523,0.0780910030007362,0.0760269984602928,0.0778049975633621,116391599.0
2019-07-06,0.0773350000381469,0.0773350000381469,0.0802899971604347,0.0762889981269836,0.0765179991722107,128961683.0
2019-07-07,0.0799639970064163,0.0799639970064163,0.0802609995007515,0.0769819989800453,0.077345997095108,104984613.0
2019-07-08,0.0804760009050369,0.0804760009050369,0.0822589993476867,0.0790039971470832,0.0799319967627525,114339528.0
2019-07-09,0.0779929980635643,0.0779929980635643,0.0808210000395774,0.0773539990186691,0.0804520025849342,122935384.0
2019-07-10,0.0719399973750114,0.0719399973750114,0.0783220008015632,0.0698250010609626,0.0780119970440864,119999743.0
2019-07-11,0.065199002623558,0.065199002623558,0.0720110014081001,0.0630149990320205,0.0719339996576309,118873479.0
2019-07-12,0.0697539970278739,0.0697539970278739,0.0708409994840622,0.0636169984936714,0.0651810020208358,118155306.0
2019-07-13,0.066770002245903,0.066770002245903,0.0709189996123313,0.0645669996738433,0.0698050037026405,101320397.0
2019-07-14,0.0594290010631084,0.0594290010631084,0.0671840012073516,0.0593709982931613,0.0667949989438057,101190602.0
