Date,LINK-USD_ADJCLOSE,LINK-USD_CLOSE,LINK-USD_HIGH,LINK-USD_LOW,LINK-USD_OPEN,LINK-USD_VOLUME
2018-11-06,0.4841150045394897,0.4841150045394897,0.4915550053119659,0.4644320011138916,0.481669008731842,1949590.0
2018-11-07,0.4821409881114959,0.4821409881114959,0.4895890057086944,0.4711979925632477,0.4844039976596832,1232730.0
2018-11-08,0.4979740083217621,0.4979740083217621,0.5224189758300781,0.4791170060634613,0.4817950129508972,3155890.0
2018-11-09,0.4924769997596741,0.4924769997596741,0.4999989867210388,0.4832780063152313,0.4948900043964386,1271700.0
2018-11-10,0.5211430191993713,0.5211430191993713,0.5273460149765015,0.4905200004577636,0.4929690062999725,2227350.0
2018-11-11,0.5096359848976135,0.5096359848976135,0.5252320170402527,0.5019180178642273,0.5204409956932068,1026380.0
2018-11-12,0.5627989768981934,0.5627989768981934,0.5652999877929688,0.5048969984054565,0.5120459794998169,3420880.0
2018-11-13,0.5814419984817505,0.5814419984817505,0.6212790012359619,0.5533900260925293,0.5626479983329773,11449100.0
2018-11-14,0.5478429794311523,0.5478429794311523,0.6140660047531128,0.4871299862861633,0.5845109820365906,9008150.0
2018-11-15,0.5416330099105835,0.5416330099105835,0.5594969987869263,0.4915010035037994,0.5474539995193481,7177480.0
2018-11-16,0.5128939747810364,0.5128939747810364,0.538860023021698,0.5060619711875916,0.5385040044784546,4171370.0
2018-11-17,0.4851199984550476,0.4851199984550476,0.5158939957618713,0.4758940041065216,0.5139719843864441,4137480.0
2018-11-18,0.5242379903793335,0.5242379903793335,0.5325009822845459,0.4813170135021209,0.4861159920692444,3048070.0
2018-11-19,0.4112899899482727,0.4112899899482727,0.5257480144500732,0.3906449973583221,0.5257480144500732,4749190.0
2018-11-20,0.3418129980564117,0.3418129980564117,0.4199360013008117,0.3241310119628906,0.4085420072078705,4418950.0
2018-11-21,0.3675070106983185,0.3675070106983185,0.3774580061435699,0.3247750103473663,0.341726005077362,3028430.0
2018-11-22,0.3429610133171081,0.3429610133171081,0.3849489986896515,0.3429610133171081,0.3663980066776275,2252920.0
2018-11-23,0.3293429911136627,0.3293429911136627,0.3513300120830536,0.3197329938411712,0.3405430018901825,1661750.0
2018-11-24,0.2845680117607116,0.2845680117607116,0.3393959999084472,0.2619229853153229,0.3295750021934509,1634890.0
2018-11-25,0.2594279944896698,0.2594279944896698,0.2844890058040619,0.239775002002716,0.2844890058040619,3812450.0
2018-11-26,0.2838659882545471,0.2838659882545471,0.284512996673584,0.2394669950008392,0.2599270045757293,2712730.0
2018-11-27,0.2875840067863464,0.2875840067863464,0.3070229887962341,0.2681159973144531,0.283612996339798,4308920.0
2018-11-28,0.3314599990844726,0.3314599990844726,0.3502080142498016,0.2858209908008575,0.2883099913597107,3667720.0
2018-11-29,0.3447819948196411,0.3447819948196411,0.3844180107116699,0.3150039911270141,0.3317529857158661,4077698.0
2018-11-30,0.3222419917583465,0.3222419917583465,0.388260006904602,0.3115310072898865,0.3447780013084411,4213313.0
2018-12-01,0.3326919972896576,0.3326919972896576,0.3449420034885406,0.3152729868888855,0.3228049874305725,2359405.0
2018-12-02,0.3156569898128509,0.3156569898128509,0.3445889949798584,0.3150390088558197,0.3322330117225647,1143867.0
2018-12-03,0.2884820103645324,0.2884820103645324,0.3183960020542145,0.2840499877929687,0.3175829946994781,1617950.0
2018-12-04,0.2878119945526123,0.2878119945526123,0.3101870119571686,0.2843129932880401,0.2875930070877075,1994609.0
2018-12-05,0.2566129863262176,0.2566129863262176,0.2929889857769012,0.2566129863262176,0.285658985376358,1554730.0
2018-12-06,0.2227319926023483,0.2227319926023483,0.2702159881591797,0.2227319926023483,0.2567430138587951,2461190.0
2018-12-07,0.2164680063724517,0.2164680063724517,0.2232120037078857,0.1967049986124038,0.2222100049257278,2270701.0
2018-12-08,0.2282830029726028,0.2282830029726028,0.2443179935216903,0.2119300067424774,0.2164759933948516,2173231.0
2018-12-09,0.2397910058498382,0.2397910058498382,0.2462410032749176,0.2197449952363968,0.2278839945793151,1430497.0
2018-12-10,0.2190719991922378,0.2190719991922378,0.2429040074348449,0.2153510004281997,0.2396820038557052,815587.0
2018-12-11,0.2233909964561462,0.2233909964561462,0.2258380055427551,0.2111269980669021,0.2194779962301254,923276.0
2018-12-12,0.2267590016126632,0.2267590016126632,0.2414329946041107,0.2213300019502639,0.2215750068426132,1357029.0
2018-12-13,0.2056960016489029,0.2056960016489029,0.2282849997282028,0.2019400000572204,0.2269880026578903,1188210.0
2018-12-14,0.2029320001602172,0.2029320001602172,0.2102680057287216,0.1990430057048797,0.2059209942817688,1356092.0
2018-12-15,0.203356996178627,0.203356996178627,0.2070930004119873,0.1993220001459121,0.2037869989871978,1292231.0
2018-12-16,0.2068819999694824,0.2068819999694824,0.2194910049438476,0.2032790035009384,0.2035679966211319,1719297.0
2018-12-17,0.2334219962358474,0.2334219962358474,0.2377250045537948,0.2044250071048736,0.204694002866745,2037677.0
2018-12-18,0.2702249884605407,0.2702249884605407,0.2711440026760101,0.2281019985675811,0.2336229979991912,3884847.0
2018-12-19,0.2963460087776184,0.2963460087776184,0.3126980066299438,0.2649300098419189,0.2723290026187897,5660320.0
2018-12-20,0.3385060131549835,0.3385060131549835,0.3451789915561676,0.2928099930286407,0.2951619923114776,9490875.0
2018-12-21,0.2984830141067505,0.2984830141067505,0.3411279916763305,0.2926810085773468,0.3400560021400451,4301773.0
2018-12-22,0.3113059997558594,0.3113059997558594,0.3113059997558594,0.2869609892368316,0.2981640100479126,3110687.0
2018-12-23,0.3132610023021698,0.3132610023021698,0.3201949894428253,0.3010840117931366,0.3130579888820648,2828792.0
2018-12-24,0.3079519867897033,0.3079519867897033,0.3312369883060455,0.3004370033740997,0.3141829967498779,3333646.0
2018-12-25,0.3176620006561279,0.3176620006561279,0.321722000837326,0.2886520028114319,0.3080419898033142,4949793.0
2018-12-26,0.3075830042362213,0.3075830042362213,0.3188410103321075,0.2963109910488128,0.3162930011749267,4251937.0
2018-12-27,0.2751710116863251,0.2751710116863251,0.3107790052890777,0.2731600105762481,0.3067199885845184,3696029.0
2018-12-28,0.2983790040016174,0.2983790040016174,0.3016220033168793,0.2575640082359314,0.2811540067195892,3236126.0
2018-12-29,0.2999700009822845,0.2999700009822845,0.3188480138778686,0.2905609905719757,0.2989329993724823,2630385.0
2018-12-30,0.2986429929733276,0.2986429929733276,0.3146640062332153,0.2950800061225891,0.2995370030403137,1852488.0
2018-12-31,0.2894439995288849,0.2894439995288849,0.3021929860115051,0.2850030064582824,0.2999190092086792,1427065.0
2019-01-01,0.2993710041046142,0.2993710041046142,0.3019799888134002,0.2894070148468017,0.2894580066204071,1522529.0
2019-01-02,0.3164890110492706,0.3164890110492706,0.3182690143585205,0.2974640130996704,0.3007700145244598,1637715.0
2019-01-03,0.3659740090370178,0.3659740090370178,0.3722490072250366,0.3155249953269958,0.3165299892425537,10890273.0
2019-01-04,0.4371750056743622,0.4371750056743622,0.4500379860401153,0.3670639991760254,0.3687329888343811,24652793.0
2019-01-05,0.3959479928016662,0.3959479928016662,0.4435549974441528,0.3876360058784485,0.4397059977054596,13064911.0
2019-01-06,0.3970099985599518,0.3970099985599518,0.4029049873352051,0.3738459944725036,0.3962509930133819,7628848.0
2019-01-07,0.376473993062973,0.376473993062973,0.409974992275238,0.3714019954204559,0.3970719873905182,5182374.0
2019-01-08,0.4241980016231537,0.4241980016231537,0.4245960116386413,0.3653950095176697,0.3777360022068023,6481963.0
2019-01-09,0.4018050134181976,0.4018050134181976,0.435930997133255,0.4010649919509887,0.428384006023407,8182734.0
2019-01-10,0.3546040058135986,0.3546040058135986,0.406695008277893,0.346560001373291,0.4009679853916168,5524822.0
2019-01-11,0.4441930055618286,0.4441930055618286,0.4638499915599823,0.3533909916877746,0.354977011680603,14491941.0
2019-01-12,0.4122439920902252,0.4122439920902252,0.4690020084381103,0.4075610041618347,0.4448029994964599,15375000.0
2019-01-13,0.4442610144615173,0.4442610144615173,0.4519169926643371,0.3813570141792297,0.4105530083179474,9558626.0
2019-01-14,0.4856599867343902,0.4856599867343902,0.4980739951133728,0.4247150123119354,0.4415889978408813,17594771.0
2019-01-15,0.5187950134277344,0.5187950134277344,0.5571110248565674,0.4655489921569824,0.4873610138893127,26829916.0
2019-01-16,0.4973739981651306,0.4973739981651306,0.5413219928741455,0.4825139939785003,0.5200650095939636,18011677.0
2019-01-17,0.4830119907855987,0.4830119907855987,0.4986810088157654,0.4739980101585388,0.4959779977798462,11096121.0
2019-01-18,0.5007320046424866,0.5007320046424866,0.5079960227012634,0.4697290062904358,0.4824810028076172,8659548.0
2019-01-19,0.4914700090885162,0.4914700090885162,0.5008509755134583,0.4753220081329345,0.5008509755134583,7015260.0
2019-01-20,0.4901230037212372,0.4901230037212372,0.4972899854183197,0.4719040095806122,0.4909169971942901,7018434.0
2019-01-21,0.5034120082855225,0.5034120082855225,0.5242840051651001,0.4768989980220794,0.4902620017528534,9503123.0
2019-01-22,0.5403349995613098,0.5403349995613098,0.5653960108757019,0.5019800066947937,0.5019800066947937,13998683.0
2019-01-23,0.5099760293960571,0.5099760293960571,0.5516300201416016,0.5071750283241272,0.5402439832687378,10344545.0
2019-01-24,0.5042420029640198,0.5042420029640198,0.5110989809036255,0.4790799915790558,0.5099779963493347,8538515.0
2019-01-25,0.4795489907264709,0.4795489907264709,0.5185099840164185,0.4771910011768341,0.5086899995803833,8985719.0
2019-01-26,0.4721490144729614,0.4721490144729614,0.4914129972457886,0.4683780074119568,0.4792450070381164,5982204.0
2019-01-27,0.4337489902973175,0.4337489902973175,0.4697690010070801,0.4301829934120178,0.4697690010070801,10244607.0
2019-01-28,0.4134899973869324,0.4134899973869324,0.4346500039100647,0.3579300045967102,0.434139996767044,13461911.0
2019-01-29,0.4552350044250488,0.4552350044250488,0.4626359939575195,0.4126589894294739,0.413457989692688,18998440.0
2019-01-30,0.4269289970397949,0.4269289970397949,0.4534440040588379,0.4211080074310303,0.4534440040588379,8965899.0
2019-01-31,0.387690007686615,0.387690007686615,0.440093994140625,0.3863349854946136,0.4294579923152923,7507124.0
2019-02-01,0.4192630052566528,0.4192630052566528,0.4282479882240295,0.383756011724472,0.387798011302948,5696881.0
2019-02-02,0.4149270057678222,0.4149270057678222,0.4314680099487304,0.4019399881362915,0.4181320071220398,4128147.0
2019-02-03,0.3961420059204101,0.3961420059204101,0.4162259995937347,0.3912189900875091,0.4161370098590851,3856282.0
2019-02-04,0.3944520056247711,0.3944520056247711,0.4092270135879516,0.3880800008773803,0.3972649872303009,4850155.0
2019-02-05,0.4217759966850281,0.4217759966850281,0.4304400086402893,0.3904300034046173,0.3933489918708801,5865307.0
2019-02-06,0.399619996547699,0.399619996547699,0.4222419857978821,0.3932259976863861,0.4222419857978821,5378906.0
2019-02-07,0.4014739990234375,0.4014739990234375,0.4062910079956054,0.3933300077915191,0.3997089862823486,3171282.0
2019-02-08,0.4365189969539642,0.4365189969539642,0.4431740045547485,0.3986899852752685,0.4019280076026916,6900024.0
2019-02-09,0.4643340110778808,0.4643340110778808,0.4790120124816894,0.4330199956893921,0.438645988702774,6382735.0
2019-02-10,0.4521859884262085,0.4521859884262085,0.4800330102443695,0.4399949908256531,0.4648390114307403,7950326.0
2019-02-11,0.4294509887695312,0.4294509887695312,0.452690988779068,0.4234539866447449,0.452690988779068,5928665.0
2019-02-12,0.4253950119018554,0.4253950119018554,0.4340290129184723,0.4218589961528778,0.4279620051383972,4205375.0
2019-02-13,0.4440439939498901,0.4440439939498901,0.4440439939498901,0.419634997844696,0.4261519908905029,4517365.0
2019-02-14,0.4283759891986847,0.4283759891986847,0.4454450011253357,0.4221979975700378,0.4432950019836426,3914369.0
2019-02-15,0.4329690039157867,0.4329690039157867,0.4423910081386566,0.4216969907283783,0.428066998720169,3006564.0
2019-02-16,0.4405109882354736,0.4405109882354736,0.4448379874229431,0.4332770109176636,0.4332770109176636,2715140.0
2019-02-17,0.4574989974498749,0.4574989974498749,0.4729390144348144,0.4301120042800903,0.4398790001869201,6623800.0
2019-02-18,0.4743329882621765,0.4743329882621765,0.4826210141181946,0.4546020030975342,0.4606179893016815,6753508.0
2019-02-19,0.4581559896469116,0.4581559896469116,0.4792990088462829,0.4581559896469116,0.4731869995594024,6259916.0
2019-02-20,0.4661099910736084,0.4661099910736084,0.4741309881210327,0.4491280019283294,0.4582200050354004,6379429.0
2019-02-21,0.4454630017280578,0.4454630017280578,0.4758340120315552,0.4424419999122619,0.4661009907722473,6437539.0
2019-02-22,0.4520289897918701,0.4520289897918701,0.4594430029392242,0.4426130056381225,0.4446800053119659,4048573.0
2019-02-23,0.4618889987468719,0.4618889987468719,0.4628669917583465,0.4449929893016815,0.4515169858932495,4318600.0
2019-02-24,0.410640001296997,0.410640001296997,0.4648639857769012,0.4048100113868713,0.4631820023059845,6649844.0
2019-02-25,0.4706380069255829,0.4706380069255829,0.4706380069255829,0.4071750044822693,0.4089559912681579,7817871.0
2019-02-26,0.4374319911003113,0.4374319911003113,0.4757030010223388,0.4359200000762939,0.4727639853954315,6553450.0
2019-02-27,0.4314790070056915,0.4314790070056915,0.4478490054607391,0.4226320087909698,0.4385110139846802,3696949.0
2019-02-28,0.4274210035800934,0.4274210035800934,0.4452280104160309,0.422652006149292,0.4311670064926147,3941979.0
2019-03-01,0.431784987449646,0.431784987449646,0.4422630071640014,0.4236190021038055,0.4272100031375885,3667815.0
2019-03-02,0.4277870059013366,0.4277870059013366,0.4380030035972595,0.4230160117149353,0.4310730099678039,2339649.0
2019-03-03,0.4241690039634704,0.4241690039634704,0.4329580068588257,0.4224919974803924,0.4268639981746673,1849996.0
2019-03-04,0.4078109860420227,0.4078109860420227,0.4274739921092987,0.40072101354599,0.4227969944477081,3710145.0
2019-03-05,0.4329969882965088,0.4329969882965088,0.4329969882965088,0.4067670106887817,0.4079850018024444,6561919.0
2019-03-06,0.4318209886550903,0.4318209886550903,0.4401710033416748,0.4240480065345764,0.4328339993953705,4082793.0
2019-03-07,0.4558320045471191,0.4558320045471191,0.477539986371994,0.4302429854869842,0.433012992143631,7330127.0
2019-03-08,0.4662019908428192,0.4662019908428192,0.5139610171318054,0.4560379981994629,0.4560379981994629,14303158.0
2019-03-09,0.4774560034275055,0.4774560034275055,0.4834780097007751,0.457612007856369,0.4656380116939544,7457248.0
2019-03-10,0.5017679929733276,0.5017679929733276,0.5461490154266357,0.4716799855232239,0.4777530133724212,14548536.0
2019-03-11,0.4674899876117706,0.4674899876117706,0.5148569941520691,0.4627619981765747,0.5023030042648315,11191637.0
2019-03-12,0.4885520040988922,0.4885520040988922,0.5066710114479065,0.461122989654541,0.4689890146255493,9177232.0
2019-03-13,0.4845100045204162,0.4845100045204162,0.4894919991493225,0.4736050069332123,0.4884980022907257,6203981.0
2019-03-14,0.4910970032215118,0.4910970032215118,0.4984570145606994,0.4802150130271911,0.4844720065593719,10961574.0
2019-03-15,0.4900870025157928,0.4900870025157928,0.4970470070838928,0.4876619875431061,0.4905929863452911,3912307.0
2019-03-16,0.485599011182785,0.485599011182785,0.4959059953689575,0.4774909913539886,0.4901230037212372,7199555.0
2019-03-17,0.4836849868297577,0.4836849868297577,0.4880459904670715,0.4773229956626892,0.4856419861316681,7196927.0
2019-03-18,0.4807139933109283,0.4807139933109283,0.4864470064640045,0.4719519913196563,0.4842300117015838,3415764.0
2019-03-19,0.4853909909725189,0.4853909909725189,0.4854680001735687,0.4744789898395538,0.4806550145149231,2894766.0
2019-03-20,0.4860860109329223,0.4860860109329223,0.4937970042228699,0.4787769913673401,0.4851340055465698,3511170.0
2019-03-21,0.4610610008239746,0.4610610008239746,0.4867370128631592,0.4496240019798279,0.4857999980449676,4652789.0
2019-03-22,0.4664460122585296,0.4664460122585296,0.4691469967365265,0.4529500007629394,0.4604789912700653,3835633.0
2019-03-23,0.4630840122699737,0.4630840122699737,0.4679810106754303,0.4591419994831085,0.4662280082702636,2494600.0
2019-03-24,0.4564050137996673,0.4564050137996673,0.4637539982795715,0.4529620110988617,0.4631839990615845,3100039.0
2019-03-25,0.4763950109481811,0.4763950109481811,0.4889479875564575,0.45032998919487,0.4571549892425537,8467627.0
2019-03-26,0.4636009931564331,0.4636009931564331,0.4820129871368408,0.4537180066108703,0.4752010107040405,6231819.0
2019-03-27,0.4998709857463836,0.4998709857463836,0.5036659836769104,0.4614590108394623,0.4641169905662536,6237410.0
2019-03-28,0.5034589767456055,0.5034589767456055,0.5158969759941101,0.4921950101852417,0.5000180006027222,6329645.0
2019-03-29,0.4995020031929016,0.4995020031929016,0.5043249726295471,0.4909400045871734,0.5034589767456055,4239835.0
2019-03-30,0.4942780137062073,0.4942780137062073,0.5179150104522705,0.4840919971466064,0.4989739954471588,3395827.0
2019-03-31,0.5076130032539368,0.5076130032539368,0.5356400012969971,0.4880880117416382,0.4942780137062073,9259723.0
2019-04-01,0.5561379790306091,0.5561379790306091,0.5590100288391113,0.5027009844779968,0.5088220238685608,11605651.0
2019-04-02,0.5842790007591248,0.5842790007591248,0.6001430153846741,0.5384380221366882,0.5557600259780884,16414974.0
2019-04-03,0.5654529929161072,0.5654529929161072,0.6053500175476074,0.5471100211143494,0.5836020112037659,13494096.0
2019-04-04,0.5422400236129761,0.5422400236129761,0.5837609767913818,0.5249320268630981,0.5644710063934326,11153064.0
2019-04-05,0.5774679780006409,0.5774679780006409,0.5810189843177795,0.5417190194129944,0.5419690012931824,7928035.0
2019-04-06,0.570110023021698,0.570110023021698,0.5864390134811401,0.5628899931907654,0.5775930285453796,7641845.0
2019-04-07,0.577118992805481,0.577118992805481,0.5879250168800354,0.5687810182571411,0.5696349740028381,6038857.0
2019-04-08,0.5688989758491516,0.5688989758491516,0.588703989982605,0.5454130172729492,0.5775370001792908,9889748.0
2019-04-09,0.5346800088882446,0.5346800088882446,0.5688989758491516,0.5254189968109131,0.5688989758491516,7970929.0
2019-04-10,0.5202569961547852,0.5202569961547852,0.5386899709701538,0.517877995967865,0.5344430208206177,8226906.0
2019-04-11,0.4861229956150055,0.4861229956150055,0.5220580101013184,0.4606939852237701,0.5209770202636719,7966598.0
2019-04-12,0.4953500032424927,0.4953500032424927,0.5154510140419006,0.4605430066585541,0.4853950142860412,6616811.0
2019-04-13,0.5392079949378967,0.5392079949378967,0.5416240096092224,0.4947920143604278,0.4953329861164093,7063057.0
2019-04-14,0.5287399888038635,0.5287399888038635,0.5468239784240723,0.5120530128479004,0.5393159985542297,5680703.0
2019-04-15,0.4922139942646026,0.4922139942646026,0.5287399888038635,0.4852670133113861,0.5287399888038635,6369018.0
2019-04-16,0.5030540227890015,0.5030540227890015,0.5156199932098389,0.4918229877948761,0.4919019937515259,4307086.0
2019-04-17,0.5002589821815491,0.5002589821815491,0.5073840022087097,0.4920980036258697,0.5030320286750793,4224360.0
2019-04-18,0.5243620276451111,0.5243620276451111,0.5243620276451111,0.4998399913311004,0.4998399913311004,4816738.0
2019-04-19,0.514270007610321,0.514270007610321,0.5382360219955444,0.5107280015945435,0.5239199995994568,5918321.0
2019-04-20,0.5156610012054443,0.5156610012054443,0.5319259762763977,0.5083510279655457,0.5144670009613037,4637764.0
2019-04-21,0.4994980096817016,0.4994980096817016,0.5163459777832031,0.481099009513855,0.5155289769172668,5015660.0
2019-04-22,0.4966639876365661,0.4966639876365661,0.5183629989624023,0.489450991153717,0.4993489980697632,5966146.0
2019-04-23,0.4814830124378204,0.4814830124378204,0.5035009980201721,0.4814830124378204,0.4956659972667694,6260080.0
2019-04-24,0.478312999010086,0.478312999010086,0.4814830124378204,0.4466690123081207,0.4814830124378204,7281840.0
2019-04-25,0.4455060064792633,0.4455060064792633,0.5001350045204163,0.4407539963722229,0.4782789945602417,6760468.0
2019-04-26,0.436926007270813,0.436926007270813,0.4571160078048706,0.425929993391037,0.4455249905586242,5505480.0
2019-04-27,0.4415709972381592,0.4415709972381592,0.4590379893779754,0.4339990019798279,0.437169998884201,3901156.0
2019-04-28,0.4482179880142212,0.4482179880142212,0.4574030041694641,0.4402250051498413,0.4415220022201538,4170835.0
2019-04-29,0.4335010051727295,0.4335010051727295,0.451101005077362,0.428721010684967,0.4487389922142029,5230685.0
2019-04-30,0.4731700122356415,0.4731700122356415,0.4736250042915344,0.4329540133476257,0.4338530004024505,6117527.0
2019-05-01,0.4760249853134155,0.4760249853134155,0.4894259870052337,0.4672879874706268,0.4735589921474457,4255127.0
2019-05-02,0.4634209871292114,0.4634209871292114,0.4771870076656341,0.4625659883022308,0.47605100274086,3212373.0
2019-05-03,0.5121650099754333,0.5121650099754333,0.5218380093574524,0.4607309997081756,0.4634720087051391,6755514.0
2019-05-04,0.4949949979782104,0.4949949979782104,0.5147799849510193,0.4813480079174042,0.5121650099754333,4501322.0
2019-05-05,0.5069789886474609,0.5069789886474609,0.520907998085022,0.4914700090885162,0.4951399862766266,4844367.0
2019-05-06,0.5781199932098389,0.5781199932098389,0.5841500163078308,0.4920719861984253,0.5064079761505127,11999352.0
2019-05-07,0.5447239875793457,0.5447239875793457,0.6120120286941528,0.5447239875793457,0.5787879824638367,16169094.0
2019-05-08,0.5915369987487793,0.5915369987487793,0.6116420030593872,0.5253720283508301,0.5441759824752808,9757958.0
2019-05-09,0.6398490071296692,0.6398490071296692,0.6971560120582581,0.5888239741325378,0.5915369987487793,23088642.0
2019-05-10,0.671459972858429,0.671459972858429,0.7233330011367798,0.6390209794044495,0.6394720077514648,17084493.0
2019-05-11,0.6788229942321777,0.6788229942321777,0.7312359809875488,0.6546609997749329,0.6715430021286011,17115294.0
2019-05-12,0.6579899787902832,0.6579899787902832,0.6975529789924622,0.6329519748687744,0.6804900169372559,11180413.0
2019-05-13,0.6466969847679138,0.6466969847679138,0.6846579909324646,0.6413440108299255,0.6579899787902832,10869526.0
2019-05-14,0.8230819702148438,0.8230819702148438,0.9230870008468628,0.637336015701294,0.6467990279197693,42446071.0
2019-05-15,0.8455740213394165,0.8455740213394165,0.8772510290145874,0.7866449952125549,0.8251010179519653,20109177.0
2019-05-16,0.9261249899864196,0.9261249899864196,0.9361000061035156,0.7736830115318298,0.8445180058479309,33573495.0
2019-05-17,0.8877310156822205,0.8877310156822205,0.9787600040435792,0.815716028213501,0.9264559745788574,39447831.0
2019-05-18,0.934153974056244,0.934153974056244,0.9575899839401244,0.8612040281295776,0.8877310156822205,20589987.0
2019-05-19,0.994350016117096,0.994350016117096,1.0422309637069702,0.9294300079345704,0.9356650114059448,39610667.0
2019-05-20,1.1289379596710205,1.1289379596710205,1.1289379596710205,0.953603982925415,0.993930995464325,28566429.0
2019-05-21,1.1859229803085327,1.1859229803085327,1.2314889430999756,1.066364049911499,1.1175780296325684,98438799.0
2019-05-22,1.2200440168380735,1.2200440168380735,1.466101050376892,1.1554549932479858,1.1839449405670166,118738675.0
2019-05-23,1.3449909687042236,1.3449909687042236,1.3632559776306152,1.165343999862671,1.2229230403900146,62796580.0
2019-05-24,1.336959958076477,1.336959958076477,1.423656940460205,1.2394150495529177,1.3443280458450315,52112753.0
2019-05-25,1.1293120384216309,1.1293120384216309,1.3394980430603027,1.113306999206543,1.336959958076477,52065174.0
2019-05-26,1.0870649814605713,1.0870649814605713,1.1826410293579102,1.0395970344543457,1.1270949840545654,43379101.0
2019-05-27,1.2110110521316528,1.2110110521316528,1.266767978668213,1.0874840021133425,1.0874840021133425,58681258.0
2019-05-28,1.2753889560699463,1.2753889560699463,1.3341410160064695,1.152737021446228,1.2115720510482788,55908377.0
2019-05-29,1.1827880144119265,1.1827880144119265,1.2750259637832642,1.1552820205688477,1.2750259637832642,41812375.0
2019-05-30,1.0247509479522705,1.0247509479522705,1.221426010131836,0.9713699817657472,1.1843819618225098,71072187.0
2019-05-31,1.0215200185775757,1.0215200185775757,1.052425980567932,0.9629330039024352,1.0247509479522705,48729261.0
2019-06-01,0.9651319980621338,0.9651319980621338,1.0524410009384155,0.9644119739532472,1.022325038909912,29166848.0
2019-06-02,1.012434005737305,1.012434005737305,1.0441440343856812,0.9481509923934937,0.9651319980621338,23376401.0
2019-06-03,0.9109690189361572,0.9109690189361572,1.012714982032776,0.903734028339386,1.012714982032776,19415847.0
2019-06-04,0.8832499980926514,0.8832499980926514,0.9316250085830688,0.8574050068855286,0.9084290266036988,25054880.0
2019-06-05,1.0771180391311646,1.0771180391311646,1.0771180391311646,0.8832499980926514,0.8832499980926514,62912027.0
2019-06-06,1.1196329593658447,1.1196329593658447,1.2388319969177246,1.063858985900879,1.0777180194854736,74387222.0
2019-06-07,1.1776130199432373,1.1776130199432373,1.239385962486267,1.0791590213775637,1.1107829809188845,50396874.0
2019-06-08,1.1526199579238892,1.1526199579238892,1.1994179487228394,1.1351070404052734,1.177579045295715,18457927.0
2019-06-09,1.0732530355453491,1.0732530355453491,1.155079960823059,1.0368729829788208,1.1529710292816162,20498196.0
2019-06-10,1.191715955734253,1.191715955734253,1.1942479610443115,1.0552129745483398,1.0726439952850342,25489176.0
2019-06-11,1.1383049488067627,1.1383049488067627,1.194200038909912,1.1037030220031738,1.194200038909912,25861024.0
2019-06-12,1.1427589654922483,1.1427589654922483,1.1636079549789429,1.1094449758529663,1.1392799615859983,27563661.0
2019-06-13,1.8479199409484863,1.8479199409484863,1.9456069469451904,1.1251959800720217,1.1431299448013306,318719301.0
2019-06-14,1.676558017730713,1.676558017730713,1.880627989768982,1.4687939882278442,1.8463720083236692,344143609.0
2019-06-15,1.7213029861450195,1.7213029861450195,1.787727952003479,1.627066969871521,1.6771399974822998,149453818.0
2019-06-16,1.6734319925308228,1.6734319925308228,1.7812620401382446,1.6166319847106934,1.7218639850616455,119199289.0
2019-06-17,1.9716349840164185,1.9716349840164185,2.028960943222046,1.6738760471343994,1.674707055091858,158900877.0
2019-06-18,1.8185369968414309,1.8185369968414309,2.024410963058472,1.7705140113830566,1.9663200378417969,117480216.0
2019-06-19,1.838441014289856,1.838441014289856,1.9018629789352417,1.7990219593048096,1.8168179988861084,38209064.0
2019-06-20,1.765550971031189,1.765550971031189,1.8831499814987185,1.69412100315094,1.8370720148086548,40500786.0
2019-06-21,1.7028709650039673,1.7028709650039673,1.7885090112686155,1.6208750009536743,1.7677370309829712,56871937.0
2019-06-22,1.838552951812744,1.838552951812744,1.9291950464248655,1.6924899816513062,1.6924899816513062,65320899.0
2019-06-23,1.8013750314712524,1.8013750314712524,1.8962210416793823,1.7612179517745972,1.8380149602890012,47203299.0
2019-06-24,1.860334038734436,1.860334038734436,1.880836009979248,1.7926310300827026,1.8013750314712524,30278025.0
2019-06-25,2.1897120475769043,2.1897120475769043,2.409018993377685,1.856896996498108,1.860020995140076,199041263.0
2019-06-26,2.2615599632263184,2.2615599632263184,2.4168789386749268,2.0146169662475586,2.1897120475769043,179571545.0
2019-06-27,2.267606019973755,2.267606019973755,2.520256996154785,2.071417093276977,2.256756067276001,136956672.0
2019-06-28,2.9618260860443115,2.9618260860443115,2.9778709411621094,2.174588918685913,2.270509958267212,229612906.0
2019-06-29,3.7031519412994394,3.7031519412994394,4.541814804077148,2.9012019634246826,2.9589040279388428,953804527.0
2019-06-30,3.4468889236450195,3.4468889236450195,4.094571113586426,3.392554998397827,3.706505060195923,434865872.0
2019-07-01,3.591973066329956,3.591973066329956,3.760809898376465,2.951939105987549,3.448976993560791,377055673.0
2019-07-02,3.6454360485076895,3.6454360485076895,3.8184309005737305,3.232567071914673,3.5901598930358887,424338055.0
2019-07-03,3.533164024353028,3.533164024353028,3.7889580726623535,3.5302770137786865,3.650800943374634,204354523.0
2019-07-04,3.484890937805176,3.484890937805176,3.620145082473755,3.311237096786499,3.531255006790161,178867441.0
2019-07-05,3.622153043746948,3.622153043746948,3.699769973754883,3.445952892303467,3.479520082473755,191209597.0
